,scores,weight,cluster,mean,var,date,doc_id
2,-0.375,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
3,0.125,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
4,0.375,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
5,0.16666666666666666,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
6,0.1875,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
7,-0.08333333333333333,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
8,-0.025,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
9,-0.15625,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
10,-0.16666666666666666,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
11,-0.75,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
12,0.16666666666666666,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
13,-0.125,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
14,0.0,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
15,0.125,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
16,-0.0625,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
17,0.0,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
18,0.325,0.11242603550295859,1,-0.004495614035087706,0.062389557363804235,2008-04-18,3
0,0.1875,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
1,0.08928571428571429,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
2,0.1388888888888889,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
3,0.08333333333333333,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
4,-0.10714285714285714,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
5,0.05,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
6,0.0,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
7,0.125,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
8,-0.019230769230769232,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
9,-0.14583333333333334,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
10,-0.15,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
11,0.25,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
12,0.078125,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
13,0.015625,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
14,0.25,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
15,0.1875,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
16,0.0,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
17,0.16666666666666666,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
18,-0.07142857142857142,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
19,-0.25,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
20,0.18055555555555555,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
21,-0.015625,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
22,0.16666666666666666,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
23,0.25,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
24,0.1875,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
25,0.03571428571428571,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
26,-0.234375,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
27,-0.08333333333333333,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
28,-0.3333333333333333,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
29,-0.125,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
30,-0.15625,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
31,-0.375,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
32,0.125,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
33,0.0,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
34,0.2916666666666667,0.20710059171597633,3,0.022642159427873714,0.02859841682580666,2008-04-18,3
0,0.25,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
1,0.75,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
2,0.16666666666666666,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
3,0.5,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
4,0.0,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
5,-0.25,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
6,0.16666666666666666,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
7,0.16666666666666666,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
8,0.0,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
9,0.1875,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
10,0.0,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
11,-0.25,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
12,0.09375,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
13,0.08333333333333333,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
14,-0.09375,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
15,0.25,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
16,0.0625,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
17,0.0,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
18,0.0,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
19,0.125,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
20,-0.125,0.1242603550295858,5,0.09920634920634919,0.04923754802847064,2008-04-18,3
0,-0.125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
1,-0.25,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
2,-0.041666666666666664,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
3,0.5833333333333334,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
4,-0.07291666666666667,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
5,-0.1875,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
6,0.08333333333333333,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
7,-0.28125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
8,0.125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
9,-0.125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
10,-0.125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
11,0.017857142857142856,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
12,-0.125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
13,-0.125,0.08284023668639054,6,-0.04634353741496598,0.042502409658591325,2008-04-18,3
0,0.375,0.029585798816568046,7,0.18750000000000003,0.03194444444444444,2008-04-18,3
1,0.4166666666666667,0.029585798816568046,7,0.18750000000000003,0.03194444444444444,2008-04-18,3
2,0.125,0.029585798816568046,7,0.18750000000000003,0.03194444444444444,2008-04-18,3
3,0.0625,0.029585798816568046,7,0.18750000000000003,0.03194444444444444,2008-04-18,3
4,-0.041666666666666664,0.029585798816568046,7,0.18750000000000003,0.03194444444444444,2008-04-18,3
0,-0.21550000000000002,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
1,0.3125,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
2,0.125,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
3,0.1875,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
4,-0.1875,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
5,0.0,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
6,0.125,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
7,0.0,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
8,0.0,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
9,-0.25,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
10,0.375,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
11,0.125,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
12,0.125,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
13,0.1875,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
14,0.5,0.08875739644970414,8,0.09396666666666667,0.042182948888888884,2008-04-18,3
0,0.125,0.01775147928994083,10,0.06944444444444443,0.0027006172839506176,2008-04-18,3
1,0.0,0.01775147928994083,10,0.06944444444444443,0.0027006172839506176,2008-04-18,3
2,0.08333333333333333,0.01775147928994083,10,0.06944444444444443,0.0027006172839506176,2008-04-18,3
0,0.15625,0.03550295857988166,11,0.03819444444444444,0.03735050154320987,2008-04-18,3
1,-0.375,0.03550295857988166,11,0.03819444444444444,0.03735050154320987,2008-04-18,3
2,0.16666666666666666,0.03550295857988166,11,0.03819444444444444,0.03735050154320987,2008-04-18,3
3,0.125,0.03550295857988166,11,0.03819444444444444,0.03735050154320987,2008-04-18,3
4,0.0,0.03550295857988166,11,0.03819444444444444,0.03735050154320987,2008-04-18,3
5,0.15625,0.03550295857988166,11,0.03819444444444444,0.03735050154320987,2008-04-18,3
0,-0.08333333333333333,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
1,-0.075,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
2,-0.125,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
3,0.3125,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
4,0.3333333333333333,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
5,-0.08333333333333333,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
6,-0.017857142857142856,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
7,0.0,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
8,0.0,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
9,0.03125,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
10,0.0,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
11,0.14285714285714285,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
12,0.125,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
13,0.5,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
14,-0.625,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
15,0.25,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
16,0.0,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
17,0.25,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
18,-0.027777777777777776,0.11242603550295859,12,0.047770467836257303,0.05285648020557868,2008-04-18,3
0,-0.125,0.029585798816568046,13,-0.016666666666666673,0.10319444444444445,2008-04-18,3
1,-0.5,0.029585798816568046,13,-0.016666666666666673,0.10319444444444445,2008-04-18,3
2,0.041666666666666664,0.029585798816568046,13,-0.016666666666666673,0.10319444444444445,2008-04-18,3
3,0.0,0.029585798816568046,13,-0.016666666666666673,0.10319444444444445,2008-04-18,3
4,0.5,0.029585798816568046,13,-0.016666666666666673,0.10319444444444445,2008-04-18,3
0,-0.3125,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
1,-0.40625,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
2,0.0,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
3,0.2,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
4,0.0,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
5,0.0,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
6,0.125,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
7,-0.017857142857142856,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
8,0.0,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
9,0.125,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
10,0.3125,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
11,-0.125,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
12,0.15625,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
13,-0.0625,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
14,-0.125,0.14018691588785046,0,-0.008690476190476193,0.03269052579365079,2009-06-24,9
0,0.0,0.04672897196261682,1,-0.07916666666666666,0.005277777777777777,2009-06-24,9
1,-0.1875,0.04672897196261682,1,-0.07916666666666666,0.005277777777777777,2009-06-24,9
2,-0.125,0.04672897196261682,1,-0.07916666666666666,0.005277777777777777,2009-06-24,9
3,-0.08333333333333333,0.04672897196261682,1,-0.07916666666666666,0.005277777777777777,2009-06-24,9
4,0.0,0.04672897196261682,1,-0.07916666666666666,0.005277777777777777,2009-06-24,9
0,0.0,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
1,-0.025,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
2,-0.625,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
3,0.0,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
4,0.17307692307692307,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
5,-0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
6,0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
7,0.15625,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
8,-0.09375,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
9,0.3333333333333333,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
10,0.1375,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
11,0.25,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
12,0.16666666666666666,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
13,0.0,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
14,0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
15,-0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
16,0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
17,0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
18,-0.20833333333333334,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
19,0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
20,0.3333333333333333,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
21,0.0,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
22,-0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
23,-0.125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
24,0.075,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
25,0.041666666666666664,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
26,-0.225,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
27,0.3333333333333333,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
28,-0.25,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
29,0.078125,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
30,0.09375,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
31,-0.020833333333333332,0.29906542056074764,3,0.02653495592948718,0.03731985243271245,2009-06-24,9
0,0.25,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
1,0.21875,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
2,-0.125,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
3,-0.1875,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
4,0.25,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
5,0.25,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
6,0.0,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
7,-0.3125,0.07476635514018691,5,0.04296875,0.0461273193359375,2009-06-24,9
0,0.07291666666666667,0.037383177570093455,6,0.13541666666666669,0.010579427083333334,2009-06-24,9
1,0.25,0.037383177570093455,6,0.13541666666666669,0.010579427083333334,2009-06-24,9
2,0.0,0.037383177570093455,6,0.13541666666666669,0.010579427083333334,2009-06-24,9
3,0.21875,0.037383177570093455,6,0.13541666666666669,0.010579427083333334,2009-06-24,9
0,-0.125,0.037383177570093455,7,-0.026041666666666668,0.0033365885416666665,2009-06-24,9
1,0.020833333333333332,0.037383177570093455,7,-0.026041666666666668,0.0033365885416666665,2009-06-24,9
2,0.0,0.037383177570093455,7,-0.026041666666666668,0.0033365885416666665,2009-06-24,9
3,0.0,0.037383177570093455,7,-0.026041666666666668,0.0033365885416666665,2009-06-24,9
0,0.020833333333333332,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
1,-0.05,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
2,0.15625,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
3,0.4583333333333333,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
4,-0.1875,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
5,0.0,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
6,-0.20833333333333334,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
7,0.20833333333333334,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
8,-0.041666666666666664,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
9,0.4,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
10,0.16666666666666666,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
11,0.25,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
12,0.0875,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
13,0.0625,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
14,-0.25,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
15,-0.0625,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
16,-0.125,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
17,-0.15,0.16822429906542055,8,0.04085648148148147,0.038746691207990396,2009-06-24,9
0,0.625,0.028037383177570093,10,0.16666666666666666,0.12847222222222224,2009-06-24,9
1,-0.25,0.028037383177570093,10,0.16666666666666666,0.12847222222222224,2009-06-24,9
2,0.125,0.028037383177570093,10,0.16666666666666666,0.12847222222222224,2009-06-24,9
0,0.225,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
1,0.25,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
2,-0.375,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
3,0.1388888888888889,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
4,0.125,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
5,0.25,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
6,0.625,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
7,0.0,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
8,-0.625,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
9,0.0,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
10,0.375,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
11,0.125,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
12,0.0,0.12149532710280374,12,0.08568376068376068,0.09178637957484112,2009-06-24,9
0,0.0,0.04672897196261682,13,0.05,0.06625,2009-06-24,9
1,0.5,0.04672897196261682,13,0.05,0.06625,2009-06-24,9
2,-0.125,0.04672897196261682,13,0.05,0.06625,2009-06-24,9
3,-0.25,0.04672897196261682,13,0.05,0.06625,2009-06-24,9
4,0.125,0.04672897196261682,13,0.05,0.06625,2009-06-24,9
0,-0.125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
1,0.013888888888888888,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
2,-0.125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
3,0.0,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
4,-0.025,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
5,-0.625,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
6,-0.1375,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
7,-0.2916666666666667,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
8,-0.125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
9,-0.0625,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
10,0.0,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
11,0.0,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
12,-0.25,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
13,-0.14583333333333334,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
14,0.0625,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
15,0.125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
16,0.125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
17,0.20833333333333334,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
18,-0.06818181818181818,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
19,0.05555555555555555,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
20,0.25,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
21,-0.078125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
22,-0.20833333333333334,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
23,0.0,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
24,-0.125,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
25,0.0,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
26,-0.0625,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
27,-0.11363636363636363,0.24479166666666666,0,-0.038054004210919104,0.021357178131647683,2011-04-21,16
